n,sat,algorithm,time
130,0.8,HC,0.023
130,0.95,HC,0.022
140,0.2,HC,0.013
140,0.3,HC,0.014
140,0.4,HC,0.018
140,0.6,HC,0.028
140,0.8,HC,0.036
140,0.95,HC,0.028
150,0.2,HC,0.014
150,0.3,HC,0.147
150,0.4,HC,0.021
150,0.6,HC,0.042
150,0.8,HC,0.032
150,0.95,HC,0.04
160,0.2,HC,0.333
160,0.3,HC,0.025
160,0.4,HC,0.04
160,0.6,HC,0.045
160,0.8,HC,0.042
160,0.95,HC,0.05
170,0.2,HC,0.436
170,0.3,HC,0.029
170,0.4,HC,0.033
170,0.6,HC,0.046
170,0.8,HC,0.048
170,0.95,HC,0.051
180,0.2,HC,0.11
180,0.3,HC,0.067
180,0.4,HC,0.067
180,0.6,HC,0.058
180,0.8,HC,0.074
180,0.95,HC,0.063
190,0.2,HC,0.108
190,0.3,HC,0.047
190,0.4,HC,0.063
190,0.6,HC,0.058
190,0.8,HC,0.068
190,0.95,HC,0.068
200,0.2,HC,1.435
200,0.3,HC,0.078
200,0.4,HC,0.073
200,0.6,HC,0.082
200,0.8,HC,0.082
200,0.95,HC,0.079
210,0.2,HC,0.048
210,0.3,HC,0.233
210,0.4,HC,0.079
210,0.6,HC,0.1
210,0.8,HC,0.131
210,0.95,HC,0.134
220,0.2,HC,7.13
220,0.3,HC,0.153
220,0.4,HC,0.092
220,0.6,HC,0.094
220,0.8,HC,0.114
220,0.95,HC,0.126
230,0.2,HC,300
230,0.3,HC,0.14
230,0.4,HC,0.082
230,0.6,HC,0.139
230,0.8,HC,0.126
230,0.95,HC,0.129
240,0.2,HC,0.604
240,0.3,HC,0.12
240,0.4,HC,0.125
240,0.6,HC,0.184
240,0.8,HC,0.191
240,0.95,HC,0.207
250,0.2,HC,0.184
250,0.3,HC,0.147
250,0.4,HC,0.151
250,0.6,HC,0.195
250,0.8,HC,0.21
250,0.95,HC,0.228
260,0.2,HC,0.22
260,0.3,HC,0.156
260,0.4,HC,0.202
260,0.6,HC,0.155
260,0.8,HC,0.178
260,0.95,HC,0.193
270,0.2,HC,9.561
270,0.3,HC,0.477
270,0.4,HC,0.193
270,0.6,HC,0.249
270,0.8,HC,0.293
270,0.95,HC,0.206
280,0.2,HC,0.086
280,0.3,HC,0.124
280,0.4,HC,0.15
280,0.6,HC,0.208
280,0.8,HC,0.237
280,0.95,HC,0.252
290,0.2,HC,0.323
290,0.3,HC,0.146
290,0.4,HC,0.168
290,0.6,HC,0.215
290,0.8,HC,0.271
290,0.95,HC,0.253
300,0.2,HC,0.267
300,0.3,HC,0.176
300,0.4,HC,0.273
300,0.6,HC,0.344
300,0.8,HC,0.393
300,0.95,HC,0.452
310,0.2,HC,0.176
310,0.3,HC,0.232
310,0.4,HC,0.297
310,0.6,HC,0.386
310,0.8,HC,0.41
310,0.95,HC,0.426
320,0.2,HC,0.186
320,0.3,HC,0.296
320,0.4,HC,0.302
320,0.6,HC,0.395
320,0.8,HC,0.467
320,0.95,HC,0.496
330,0.2,HC,191.92
330,0.3,HC,0.182
330,0.4,HC,0.311
330,0.6,HC,0.287
330,0.8,HC,0.33
330,0.95,HC,0.339
340,0.2,HC,0.143
340,0.3,HC,0.199
340,0.4,HC,0.331
340,0.6,HC,0.314
340,0.8,HC,0.397
340,0.95,HC,0.371
350,0.2,HC,0.215
350,0.3,HC,0.356
350,0.4,HC,0.265
350,0.6,HC,0.346
350,0.8,HC,0.39
350,0.95,HC,0.407
360,0.2,HC,0.163
360,0.3,HC,0.228
360,0.4,HC,0.464
360,0.6,HC,0.382
360,0.8,HC,0.438
360,0.95,HC,0.451
370,0.2,HC,0.741
370,0.3,HC,0.427
370,0.4,HC,0.31
370,0.6,HC,0.411
370,0.8,HC,0.53
370,0.95,HC,0.484
380,0.2,HC,21.879
380,0.3,HC,0.396
380,0.4,HC,0.5
380,0.6,HC,0.435
380,0.8,HC,0.658
380,0.95,HC,0.52
390,0.2,HC,103.321
390,0.3,HC,0.308
390,0.4,HC,0.369
390,0.6,HC,0.473
390,0.8,HC,0.537
390,0.95,HC,0.565
400,0.2,HC,1.956
400,0.3,HC,13.515
400,0.4,HC,0.41
400,0.6,HC,0.529
400,0.8,HC,0.844
400,0.95,HC,0.724
410,0.2,HC,0.251
410,0.3,HC,0.751
410,0.4,HC,1.522
410,0.6,HC,0.564
410,0.8,HC,0.634
410,0.95,HC,0.677
420,0.2,HC,0.728
420,0.3,HC,1.116
420,0.4,HC,0.76
420,0.6,HC,0.612
420,0.8,HC,0.867
420,0.95,HC,0.705
430,0.2,HC,0.884
430,0.3,HC,17.325
430,0.4,HC,0.503
430,0.6,HC,0.681
430,0.8,HC,1.027
430,0.95,HC,1.077
440,0.2,HC,0.325
440,0.3,HC,0.517
440,0.4,HC,0.566
440,0.6,HC,0.82
440,0.8,HC,0.779
440,0.95,HC,0.86
450,0.2,HC,300
450,0.3,HC,0.496
450,0.4,HC,0.571
450,0.6,HC,0.756
450,0.8,HC,0.85
450,0.95,HC,0.988
460,0.2,HC,1.117
460,0.3,HC,0.723
460,0.4,HC,0.601
460,0.6,HC,0.796
460,0.8,HC,0.897
460,0.95,HC,0.935
470,0.2,HC,10.299
470,0.3,HC,0.66
470,0.4,HC,0.931
470,0.6,HC,0.826
470,0.8,HC,1.061
470,0.95,HC,0.981
480,0.2,HC,2.695
480,0.3,HC,0.626
480,0.4,HC,0.711
480,0.6,HC,0.929
480,0.8,HC,1.013
480,0.95,HC,1.107
490,0.2,HC,0.851
490,0.3,HC,0.596
490,0.4,HC,0.829
490,0.6,HC,0.939
490,0.8,HC,1.091
490,0.95,HC,1.109
500,0.2,HC,142.118
500,0.3,HC,2.335
500,0.4,HC,0.763
500,0.6,HC,1.361
500,0.8,HC,1.301
500,0.95,HC,1.419
10,0.2,HC,0
10,0.3,HC,0
10,0.4,HC,0
10,0.6,HC,0
10,0.8,HC,0
10,0.95,HC,0
20,0.2,HC,0
20,0.3,HC,0
20,0.4,HC,0
20,0.6,HC,0
20,0.8,HC,0
20,0.95,HC,0
30,0.2,HC,0.005
30,0.3,HC,0.001
30,0.4,HC,0
30,0.6,HC,0.001
30,0.8,HC,0
30,0.95,HC,0
40,0.2,HC,1.72
40,0.3,HC,0
40,0.4,HC,300
40,0.6,HC,0.001
40,0.8,HC,0.001
40,0.95,HC,0.001
50,0.2,HC,0.006
50,0.3,HC,0.001
50,0.4,HC,0.003
50,0.6,HC,0.001
50,0.8,HC,0.002
50,0.95,HC,0.001
60,0.2,HC,33.068
60,0.3,HC,0.001
60,0.4,HC,0.003
60,0.6,HC,0.003
60,0.8,HC,0.002
60,0.95,HC,0.002
70,0.2,HC,0.034
70,0.3,HC,0.001
70,0.4,HC,0.002
70,0.6,HC,0.003
70,0.8,HC,0.003
70,0.95,HC,0.003
80,0.2,HC,0.941
80,0.3,HC,0.004
80,0.4,HC,0.004
80,0.6,HC,0.004
80,0.8,HC,0.004
80,0.95,HC,0.005
90,0.2,HC,3.279
90,0.3,HC,0.005
90,0.4,HC,0.005
90,0.6,HC,0.006
90,0.8,HC,0.007
90,0.95,HC,0.007
100,0.2,HC,22.382
100,0.3,HC,0.006
100,0.4,HC,0.007
100,0.6,HC,0.007
100,0.8,HC,0.009
100,0.95,HC,0.011
110,0.2,HC,0.111
110,0.3,HC,0.054
110,0.4,HC,0.009
110,0.6,HC,0.012
110,0.8,HC,0.013
110,0.95,HC,0.012
120,0.2,HC,11.142
120,0.3,HC,0.04
120,0.4,HC,0.015
120,0.6,HC,0.014
120,0.8,HC,0.016
120,0.95,HC,0.017
130,0.2,HC,0.014
130,0.3,HC,0.011
130,0.4,HC,0.025
130,0.6,HC,0.018
130,0.8,HC,0.02
130,0.95,HC,0.022
140,0.2,HC,0.06
140,0.3,HC,0.292
140,0.4,HC,0.017
140,0.6,HC,0.022
140,0.8,HC,0.024
140,0.95,HC,0.026
150,0.2,HC,0.094
150,0.3,HC,3.502
150,0.4,HC,0.021
150,0.6,HC,0.028
150,0.8,HC,0.031
150,0.95,HC,0.033
160,0.2,HC,0.054
160,0.3,HC,0.022
160,0.4,HC,0.029
160,0.6,HC,0.035
160,0.8,HC,0.038
160,0.95,HC,0.039
170,0.2,HC,300
170,0.3,HC,293.062
170,0.4,HC,0.03
170,0.6,HC,0.056
170,0.8,HC,0.046
170,0.95,HC,0.048
180,0.2,HC,0.214
180,0.3,HC,0.126
180,0.4,HC,0.043
180,0.6,HC,0.046
180,0.8,HC,0.054
180,0.95,HC,0.056
190,0.2,HC,0.069
190,0.3,HC,0.042
190,0.4,HC,0.06
190,0.6,HC,0.057
190,0.8,HC,0.063
190,0.95,HC,0.066
200,0.2,HC,0.043
200,0.3,HC,0.116
200,0.4,HC,0.061
200,0.6,HC,0.064
200,0.8,HC,0.076
200,0.95,HC,0.077
210,0.2,HC,0.077
210,0.3,HC,0.059
210,0.4,HC,0.058
210,0.6,HC,0.072
210,0.8,HC,0.084
210,0.95,HC,0.087
220,0.2,HC,148.982
220,0.3,HC,0.098
220,0.4,HC,0.065
220,0.6,HC,0.088
220,0.8,HC,0.096
220,0.95,HC,0.102
230,0.2,HC,0.094
230,0.3,HC,0.086
230,0.4,HC,0.074
230,0.6,HC,0.102
230,0.8,HC,0.109
230,0.95,HC,0.114
240,0.2,HC,6.895
240,0.3,HC,0.071
240,0.4,HC,0.084
240,0.6,HC,0.111
240,0.8,HC,0.125
240,0.95,HC,0.168
250,0.2,HC,0.517
250,0.3,HC,0.125
250,0.4,HC,0.098
250,0.6,HC,0.125
250,0.8,HC,0.142
250,0.95,HC,0.147
260,0.2,HC,0.285
260,0.3,HC,0.087
260,0.4,HC,0.106
260,0.6,HC,0.14
260,0.8,HC,0.168
260,0.95,HC,0.173
270,0.2,HC,0.278
270,0.3,HC,0.113
270,0.4,HC,0.124
270,0.6,HC,0.179
270,0.8,HC,0.18
270,0.95,HC,0.188
280,0.2,HC,0.089
280,0.3,HC,0.11
280,0.4,HC,0.171
280,0.6,HC,0.177
280,0.8,HC,0.203
280,0.95,HC,0.208
290,0.2,HC,0.6
290,0.3,HC,1.341
290,0.4,HC,0.196
290,0.6,HC,0.206
290,0.8,HC,0.223
290,0.95,HC,0.235
300,0.2,HC,23.573
300,0.3,HC,0.162
300,0.4,HC,0.168
300,0.6,HC,0.215
300,0.8,HC,0.244
300,0.95,HC,0.258
310,0.2,HC,0.103
310,0.3,HC,1.146
310,0.4,HC,0.186
310,0.6,HC,0.304
310,0.8,HC,0.273
310,0.95,HC,0.281
320,0.2,HC,0.225
320,0.3,HC,0.196
320,0.4,HC,0.2
320,0.6,HC,0.266
320,0.8,HC,0.302
320,0.95,HC,0.31
330,0.2,HC,0.739
330,0.3,HC,0.27
330,0.4,HC,0.583
330,0.6,HC,0.288
330,0.8,HC,0.33
330,0.95,HC,0.349
340,0.2,HC,141.086
340,0.3,HC,0.239
340,0.4,HC,0.296
340,0.6,HC,0.315
340,0.8,HC,0.364
340,0.95,HC,0.384
350,0.2,HC,0.239
350,0.3,HC,0.207
350,0.4,HC,0.48
350,0.6,HC,0.34
350,0.8,HC,0.404
350,0.95,HC,0.407
360,0.2,HC,0.165
360,0.3,HC,0.257
360,0.4,HC,0.293
360,0.6,HC,0.428
360,0.8,HC,0.421
360,0.95,HC,0.589
370,0.2,HC,27.186
370,0.3,HC,0.332
370,0.4,HC,0.324
370,0.6,HC,0.428
370,0.8,HC,0.467
370,0.95,HC,0.487
380,0.2,HC,300
380,0.3,HC,0.29
380,0.4,HC,0.354
380,0.6,HC,0.436
380,0.8,HC,0.713
380,0.95,HC,0.58
390,0.2,HC,0.544
390,0.3,HC,0.419
390,0.4,HC,0.414
390,0.6,HC,0.592
390,0.8,HC,0.537
390,0.95,HC,0.619
400,0.2,HC,184.286
400,0.3,HC,0.332
400,0.4,HC,0.391
400,0.6,HC,0.513
400,0.8,HC,0.583
400,0.95,HC,0.678
410,0.2,HC,0.269
410,0.3,HC,0.403
410,0.4,HC,0.421
410,0.6,HC,0.573
410,0.8,HC,0.791
410,0.95,HC,0.734
420,0.2,HC,1.803
420,0.3,HC,0.398
420,0.4,HC,0.459
420,0.6,HC,0.594
420,0.8,HC,0.673
420,0.95,HC,0.754
430,0.2,HC,5.606
430,0.3,HC,0.471
430,0.4,HC,0.947
430,0.6,HC,0.718
430,0.8,HC,0.77
430,0.95,HC,0.836
440,0.2,HC,0.352
440,0.3,HC,300
440,0.4,HC,0.548
440,0.6,HC,0.877
440,0.8,HC,0.775
440,0.95,HC,0.812
450,0.2,HC,0.349
450,0.3,HC,0.86
450,0.4,HC,0.76
450,0.6,HC,0.808
450,0.8,HC,0.845
450,0.95,HC,0.871
460,0.2,HC,52.599
460,0.3,HC,121.455
460,0.4,HC,0.612
460,0.6,HC,0.778
460,0.8,HC,0.902
460,0.95,HC,0.945
470,0.2,HC,1.418
470,0.3,HC,0.644
470,0.4,HC,0.687
470,0.6,HC,1.001
470,0.8,HC,0.951
470,0.95,HC,1.06
480,0.2,HC,157.3
480,0.3,HC,0.687
480,0.4,HC,0.686
480,0.6,HC,0.893
480,0.8,HC,1.012
480,0.95,HC,1.07
490,0.2,HC,300
490,0.3,HC,0.596
490,0.4,HC,0.744
490,0.6,HC,0.982
490,0.8,HC,1.294
490,0.95,HC,1.134
500,0.2,HC,2.363
500,0.3,HC,0.818
500,0.4,HC,1.848
500,0.6,HC,1.426
500,0.8,HC,1.164
500,0.95,HC,1.179
10,0.2,HC,0
10,0.3,HC,0
10,0.4,HC,0
10,0.6,HC,0
10,0.8,HC,0
10,0.95,HC,0
20,0.2,HC,0
20,0.3,HC,0
20,0.4,HC,0.001
20,0.6,HC,0
20,0.8,HC,0
20,0.95,HC,0.001
30,0.2,HC,0.001
30,0.3,HC,0.001
30,0.4,HC,0
30,0.6,HC,0
30,0.8,HC,0
30,0.95,HC,0
40,0.2,HC,0.002
40,0.3,HC,0
40,0.4,HC,0.002
40,0.6,HC,0
40,0.8,HC,0.001
40,0.95,HC,0
50,0.2,HC,0.001
50,0.3,HC,0
50,0.4,HC,0.001
50,0.6,HC,0.002
50,0.8,HC,0.003
50,0.95,HC,0.003
60,0.2,HC,0.006
60,0.3,HC,0.002
60,0.4,HC,0.003
60,0.6,HC,0.003
60,0.8,HC,0.003
60,0.95,HC,0.003
70,0.2,HC,300
70,0.3,HC,0.002
70,0.4,HC,0.004
70,0.6,HC,0.003
70,0.8,HC,0.003
70,0.95,HC,0.004
80,0.2,HC,0.002
80,0.3,HC,0.003
80,0.4,HC,0.007
80,0.6,HC,0.005
80,0.8,HC,0.013
80,0.95,HC,0.007
90,0.2,HC,0.006
90,0.3,HC,0.008
90,0.4,HC,0.007
90,0.6,HC,0.006
90,0.8,HC,0.006
90,0.95,HC,0.007
100,0.2,HC,30.925
100,0.3,HC,0.006
100,0.4,HC,0.007
100,0.6,HC,0.012
100,0.8,HC,0.013
100,0.95,HC,0.009
110,0.2,HC,0.01
110,0.3,HC,0.112
110,0.4,HC,0.011
110,0.6,HC,0.011
110,0.8,HC,0.013
110,0.95,HC,0.013
120,0.2,HC,0.036
120,0.3,HC,0.017
120,0.4,HC,0.011
120,0.6,HC,0.014
120,0.8,HC,0.015
120,0.95,HC,0.017
130,0.2,HC,0.061
130,0.3,HC,0.02
130,0.4,HC,0.013
130,0.6,HC,0.017
130,0.8,HC,0.02
130,0.95,HC,0.021
140,0.2,HC,1.1
140,0.3,HC,0.048
140,0.4,HC,0.02
140,0.6,HC,0.022
140,0.8,HC,0.026
140,0.95,HC,0.026
150,0.2,HC,24.941
150,0.3,HC,0.017
150,0.4,HC,0.021
150,0.6,HC,0.027
150,0.8,HC,0.032
150,0.95,HC,0.032
160,0.2,HC,0.047
160,0.3,HC,0.024
160,0.4,HC,0.03
160,0.6,HC,0.033
160,0.8,HC,0.037
160,0.95,HC,0.039
170,0.2,HC,47.603
170,0.3,HC,0.03
170,0.4,HC,0.035
170,0.6,HC,0.039
170,0.8,HC,0.045
170,0.95,HC,0.046
180,0.2,HC,0.158
180,0.3,HC,0.033
180,0.4,HC,0.036
180,0.6,HC,0.046
180,0.8,HC,0.067
180,0.95,HC,0.054
190,0.2,HC,29.371
190,0.3,HC,0.233
190,0.4,HC,0.057
190,0.6,HC,0.076
190,0.8,HC,0.085
190,0.95,HC,0.089
200,0.2,HC,1.592
200,0.3,HC,1.22
200,0.4,HC,0.079
200,0.6,HC,0.105
200,0.8,HC,0.132
200,0.95,HC,0.183
210,0.2,HC,300
210,0.3,HC,0.131
210,0.4,HC,0.171
210,0.6,HC,0.127
210,0.8,HC,0.163
210,0.95,HC,0.171
220,0.2,HC,1.056
220,0.3,HC,300
220,0.4,HC,0.233
220,0.6,HC,0.211
220,0.8,HC,0.189
220,0.95,HC,0.19
230,0.2,HC,0.194
230,0.3,HC,300
230,0.4,HC,0.114
230,0.6,HC,0.165
230,0.8,HC,0.175
230,0.95,HC,0.206
240,0.2,HC,3.279
240,0.3,HC,0.083
240,0.4,HC,0.086
240,0.6,HC,0.137
240,0.8,HC,0.128
240,0.95,HC,0.25
250,0.2,HC,1.014
250,0.3,HC,0.138
250,0.4,HC,3.031
250,0.6,HC,0.13
250,0.8,HC,0.159
250,0.95,HC,0.153
260,0.2,HC,0.178
260,0.3,HC,1.3
260,0.4,HC,0.191
260,0.6,HC,0.205
260,0.8,HC,0.166
260,0.95,HC,0.218
270,0.2,HC,6.078
270,0.3,HC,0.146
270,0.4,HC,0.148
270,0.6,HC,0.164
270,0.8,HC,0.183
270,0.95,HC,0.207
280,0.2,HC,300
280,0.3,HC,0.343
280,0.4,HC,0.183
280,0.6,HC,0.241
280,0.8,HC,0.21
280,0.95,HC,0.21
290,0.2,HC,0.133
290,0.3,HC,0.154
290,0.4,HC,0.594
290,0.6,HC,0.212
290,0.8,HC,0.324
290,0.95,HC,0.241
300,0.2,HC,0.105
300,0.3,HC,2.475
300,0.4,HC,0.17
300,0.6,HC,0.219
300,0.8,HC,0.269
300,0.95,HC,0.285
310,0.2,HC,61.584
310,0.3,HC,0.228
310,0.4,HC,0.187
310,0.6,HC,0.249
310,0.8,HC,0.279
310,0.95,HC,0.298
320,0.2,HC,300
320,0.3,HC,0.276
320,0.4,HC,0.203
320,0.6,HC,0.27
320,0.8,HC,0.304
320,0.95,HC,0.32
330,0.2,HC,300
330,0.3,HC,0.318
330,0.4,HC,0.416
330,0.6,HC,0.319
330,0.8,HC,0.508
330,0.95,HC,0.376
340,0.2,HC,12.536
340,0.3,HC,0.198
340,0.4,HC,0.246
340,0.6,HC,0.344
340,0.8,HC,0.422
340,0.95,HC,0.386
350,0.2,HC,1.128
350,0.3,HC,0.23
350,0.4,HC,0.278
350,0.6,HC,0.377
350,0.8,HC,0.4
350,0.95,HC,0.418
360,0.2,HC,0.217
360,0.3,HC,0.379
360,0.4,HC,0.287
360,0.6,HC,0.426
360,0.8,HC,0.447
360,0.95,HC,0.465
370,0.2,HC,3.616
370,0.3,HC,0.26
370,0.4,HC,0.352
370,0.6,HC,0.587
370,0.8,HC,0.663
370,0.95,HC,0.706
380,0.2,HC,0.314
380,0.3,HC,0.476
380,0.4,HC,0.53
380,0.6,HC,0.46
380,0.8,HC,0.535
380,0.95,HC,0.527
390,0.2,HC,31.698
390,0.3,HC,0.361
390,0.4,HC,0.373
390,0.6,HC,0.52
390,0.8,HC,0.582
390,0.95,HC,0.643
400,0.2,HC,300
400,0.3,HC,0.64
400,0.4,HC,0.648
400,0.6,HC,0.684
400,0.8,HC,0.625
400,0.95,HC,0.642
410,0.2,HC,23.215
410,0.3,HC,0.46
410,0.4,HC,0.504
410,0.6,HC,0.647
410,0.8,HC,0.704
410,0.95,HC,0.891
420,0.2,HC,0.37
420,0.3,HC,0.491
420,0.4,HC,0.733
420,0.6,HC,0.779
420,0.8,HC,0.819
420,0.95,HC,0.825
430,0.2,HC,35.457
430,0.3,HC,1.453
430,0.4,HC,0.62
430,0.6,HC,0.822
430,0.8,HC,0.748
430,0.95,HC,0.912
440,0.2,HC,0.484
440,0.3,HC,0.433
440,0.4,HC,1.558
440,0.6,HC,0.699
440,0.8,HC,0.881
440,0.95,HC,0.818
450,0.2,HC,10.208
450,0.3,HC,0.489
450,0.4,HC,0.565
450,0.6,HC,0.739
450,0.8,HC,0.891
450,0.95,HC,0.94
460,0.2,HC,5.84
460,0.3,HC,0.756
460,0.4,HC,0.615
460,0.6,HC,0.804
460,0.8,HC,0.92
460,0.95,HC,0.949
470,0.2,HC,0.697
470,0.3,HC,0.51
470,0.4,HC,0.68
470,0.6,HC,0.887
470,0.8,HC,1.007
470,0.95,HC,1.026
480,0.2,HC,0.504
480,0.3,HC,1.403
480,0.4,HC,0.688
480,0.6,HC,0.976
480,0.8,HC,1.04
480,0.95,HC,1.056
490,0.2,HC,13.187
490,0.3,HC,0.707
490,0.4,HC,1.153
490,0.6,HC,1.33
490,0.8,HC,1.703
490,0.95,HC,1.307
500,0.2,HC,1.355
500,0.3,HC,6.63
500,0.4,HC,0.775
500,0.6,HC,1.06
500,0.8,HC,1.245
500,0.95,HC,1.337
